,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,OccupancyId,ClientId,ClientIdText,ClientPropertyId,PropertyName,StreetNumber,StreetPrefix,StreetName,StreetType,StreetSuffix,Address2,Suite,City,State,ZipCode,DistrictCode,DistrictText,APN,County,Township,ZoneCode,ZoneText,Longitude,Latitude,FixedPropertyUseCode,FixedPropertyUseText,FloorsAboveGround,FloorsBelowGround,PropertyOccupantLoad,PropertySquarefoot,MixedUseCode,MixedUseText,PropertyOwnershipCode,PropertyOwnershipText,RoofCoveringCode,RoofCoveringText,StructureTypeCode,StructureTypeText,ConstructionTypeCode,ConstructionTypeDriscription,BuildingStatusCode,BuildingStatusText,DetectorPresentCode,DetectorPresentText,DetectorPowerCode,DetectorPowerText,DetectorTypeCode,DetectorTypeText,AutomaticExtinguishingCode,AutomaticExtinguishingText,AutomaticExtinguishingTypeCode,AutomaticExtingushingTypeText,AutomaticExtinguishingNumberOfHeads,StationCode,StationText,InspectionDistrictCode,InspectionDistrictText,BuildingClassCode,BuildingClassText,ConstructionCompletedDate,PropertyNotes,BusinessPermit,LastInspectionDate,LastInspectionId,isVacantProperty,isMergedProperty,isDeletedProperty,AHJCode,AHJText,DefaultInspectionTypeCode,DefaultInspectionTypeDescrition,ComplexMainId,NumberOfUnits,PropertyCreationDate,PropertyCategory,ErrorCode,ErrorMessage
809,809.0,809.0,809.0,137539,40,WA-27D03,431B-016-000-000,Wake Up Espresso,11120,,Gravelly Lake,Dr,SW,,,Lakewood,WA,98499-1337,CREW,Crew,431B,Pierce,,,,-122.520709,47.15633,160,"Eating, drinking places, other",0.0,0.0,0.0,120.0,,,1,Private,,,,,,,2,In normal use,,,,,,,,,,,0.0,22.0,Station 22,CREW,Crew,B,B,0001-01-01T00:00:00,,,2024-01-15T14:50:53.13,2152097.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
810,810.0,810.0,810.0,137542,40,WA-27D03,432A-002-000-000,Lakewood Racquet and Sports Club,5820,,112th,St,SW,,,Lakewood,WA,98499-1202,PREV,Prevention,432A,Pierce,,,,-122.514927,47.154933,141,Athletic/health club,0.0,0.0,0.0,5532.0,,,1,Private,,,1.0,Enclosed building,9.0,V-B Unprotected Wood Frame,2,In normal use,,,,,,,,,,,0.0,22.0,Station 22,PREV,Prevention,A-4,A-4,0001-01-01T00:00:00,,,2024-03-05T14:05:32.587,2175643.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
811,811.0,811.0,811.0,137548,40,WA-27D03,432B-001-000-001,Stacy & Whitbeck /Midvale Electric Inc,10901,,Lakeview,Ave,SW,,B,Lakewood,WA,98499-4172,CREW,Crew,432B,Pierce,,,,-122.495239,47.159099,800,"Storage, Other",0.0,0.0,0.0,6800.0,59,Office use,4,State or province,,,1.0,Enclosed building,4.0,II-B Unprotected Non-Combustible,2,In normal use,,,,,,,,,,,0.0,20.0,Station 20,,,B,B,0001-01-01T00:00:00,,,2017-05-01T07:35:45,136187.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
812,812.0,812.0,812.0,137560,40,WA-27D03,432B-013-000-000,St. Clare Resource Center,4908,,112th,St,SW,,,Lakewood,WA,98499-5143,CREW,Crew,432B,Pierce,,,,-122.502129,47.155872,340,"Clinics, doctors offices, hemodialysis cntr, othe",2.0,0.0,0.0,9152.0,,,1,Private,0.0,Roof Covering Undetermined/Not Reported,1.0,Enclosed building,0.0,Undetermined,2,In normal use,1,Present,4,Hardwire with battery backup,5,More than one type present,0,None Present,,,0.0,20.0,Station 20,,,B,B,0001-01-01T00:00:00,,,2018-05-09T11:10:45,253141.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
813,813.0,813.0,813.0,137565,40,WA-27D03,432B-018-000-000,Apex Motors Lakewood,11102,,Bridgeport,Way,SW,,,Lakewood,WA,98499-3516,CREW,Crew,432B,Pierce,,,,-122.504831,47.156122,579,"Motor vehicle or boat sales, services, repair",0.0,0.0,0.0,1375.0,,,1,Private,0.0,Roof Covering Undetermined/Not Reported,1.0,Enclosed building,6.0,III-B Unprotected Combustible,2,In normal use,0,None Present,,,,,0,None Present,,,0.0,20.0,Station 20,CREW,Crew,M,M,0001-01-01T00:00:00,,,2023-11-01T12:52:45.853,2108780.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
814,814.0,814.0,814.0,137567,40,WA-27D03,432B-019-000-001,Hoagies Deli,11202,,Bridgeport,Way,SW,,,Lakewood,WA,98499-3003,CREW,Crew,432B,Pierce,,,,-122.504482,47.155805,161,Restaurant or cafeteria,1.0,0.0,0.0,1475.0,NN,Not mixed use,1,Private,2.0,Composition Shingles,1.0,Enclosed building,9.0,V-B Unprotected Wood Frame,2,In normal use,0,None Present,,,,,0,None Present,,,0.0,20.0,Station 20,CREW,Crew,B,B,0001-01-01T00:00:00,,,2024-01-30T13:28:41.4,2152098.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
815,815.0,815.0,815.0,137568,40,WA-27D03,432B-019-000-002,Safe Harbor Property Manager,11206,,Bridgeport,Way,SW,,,Lakewood,WA,98499-3003,CREW,Crew,432B,Pierce,,,,-122.505042,47.155497,599,Business office,0.0,0.0,0.0,0.0,,,1,Private,,,,,,,2,In normal use,,,,,,,,,,,0.0,20.0,Station 20,,,B,B,0001-01-01T00:00:00,,,2018-09-12T16:23:50,253859.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
816,816.0,816.0,816.0,137570,40,WA-27D03,432B-019-000-004,"Dr. Gabriel Torres, Dc, Ome",11210,,Bridgeport,Way,SW,,,Lakewood,WA,98499-3003,CREW,Crew,432B,Pierce,,,,-122.504481,47.155789,340,"Clinics, doctors offices, hemodialysis cntr, othe",1.0,0.0,0.0,0.0,,,1,Private,,,,,,,2,In normal use,0,None Present,,,,,N,None Present,,,0.0,20.0,Station 20,,,B,B,0001-01-01T00:00:00,,,2018-09-26T15:00:43,253860.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
817,817.0,817.0,817.0,137571,40,WA-27D03,432B-019-002-001,CFI Franciscan - WIC,11216,,Bridgeport,Way,SW,,,Lakewood,WA,98499-3003,CREW,Crew,432B,Pierce,,,,-122.504481,47.155778,599,Business office,1.0,0.0,0.0,3000.0,,,1,Private,,,,,,,2,In normal use,,,,,,,,,,,0.0,20.0,Station 20,,,B,B,0001-01-01T00:00:00,,,2018-07-25T14:58:27,253862.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
818,818.0,818.0,818.0,137572,40,WA-27D03,432B-019-002-005,Beautiful Creations,11222,,Bridgeport,Way,SW,,,Lakewood,WA,98499-3003,CREW,Crew,432B,Pierce,,,,-122.50448,47.155766,557,"Personal service, including barber & beauty shops",0.0,0.0,0.0,1000.0,,,1,Private,,,,,,,2,In normal use,,,,,,,,,,,0.0,20.0,Station 20,,,B,B,0001-01-01T00:00:00,,,2018-09-26T15:06:13,253863.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
819,819.0,819.0,819.0,137573,40,WA-27D03,432B-019-002-006,Hi Tek Nails,11224,,Bridgeport,Way,SW,,,Lakewood,WA,98499-3003,CREW,Crew,432B,Pierce,,,,-122.50448,47.155762,557,"Personal service, including barber & beauty shops",0.0,0.0,0.0,600.0,,,1,Private,,,,,,,2,In normal use,,,,,,,,,,,0.0,20.0,Station 20,,,B,B,0001-01-01T00:00:00,,,2018-07-25T14:50:24,253864.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
820,820.0,820.0,820.0,137575,40,WA-27D03,432B-019-002-008,International Pharmacy,11228,,Bridgeport,Way,SW,,,Lakewood,WA,98499-3003,CREW,Crew,432B,Pierce,,,,-122.505128,47.154866,500,"Mercantile, business, Other",0.0,0.0,0.0,600.0,,,1,Private,,,,,,,2,In normal use,,,,,,,N,None Present,,,0.0,20.0,Station 20,,,B,B,0001-01-01T00:00:00,,,2018-09-26T15:13:14,253866.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
821,821.0,821.0,821.0,137581,40,WA-27D03,432B-019-002-017,Puget Sound Pain Clinic,11306,,Bridgeport,Way,SW,,Suite D,Lakewood,WA,98499-3037,CREW,Crew,432B,Pierce,,,,-122.504459,47.154992,340,"Clinics, doctors offices, hemodialysis cntr, othe",0.0,0.0,0.0,2000.0,,,1,Private,,,,,,,2,In normal use,,,,,,,,,,,0.0,20.0,Station 20,,,B,B,0001-01-01T00:00:00,,,2018-07-25T14:43:10,253872.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
822,822.0,822.0,822.0,137592,40,WA-27D03,432B-022-000-000,Church's Fried Chicken,11701,,Bridgeport,Way,SW,,,Lakewood,WA,98499-4947,CREW,Crew,432B,Pierce,,,,-122.50404,47.15116,161,Restaurant or cafeteria,1.0,0.0,0.0,1863.0,NN,Not mixed use,NP,Non-Profit,7.0,Built-Up,1.0,Enclosed building,5.0,III-A Protected Combustible,2,In normal use,0,None Present,,,,,2,Partial System Present,3,Other sprinkler system,0.0,20.0,Station 20,CREW,Crew,B,B,0001-01-01T00:00:00,,,2024-01-31T12:01:28.937,2152194.0,False,False,False,,,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
823,823.0,823.0,823.0,137605,40,WA-27D03,432B-040-000-001,The Lakewood Bookstore,11017,,Bridgeport,Way,SW,,,Lakewood,WA,98499-3513,CREW,Crew,432B,Pierce,,,,-122.50406,47.15706,549,Specialty shop,1.0,0.0,0.0,1647.0,NN,Not mixed use,1,Private,7.0,Built-Up,1.0,Enclosed building,9.0,V-B Unprotected Wood Frame,2,In normal use,0,None Present,,,,,0,None Present,,,0.0,20.0,Station 20,CREW,Crew,M,M,0001-01-01T00:00:00,The PVC ceiling tiles are also ASTM E84 Fire Rated as Class A. Class A signifies that a panel attained a flame spread index of 25 or less (based on 100 for untreated red oak) when tested in accordance with the Standard ASTM E84.,,2024-01-17T15:15:54.587,2178102.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
824,824.0,824.0,824.0,137624,40,WA-27D03,432B-049-000-000,Coho Apartments,11021,,Addison,St,SW,,,Lakewood,WA,98499-3797,CREW,Crew,432B,Pierce,,,,-122.502243,47.157163,429,Multifamily dwelling,1.0,0.0,0.0,6664.0,NN,Not mixed use,1,Private,7.0,Built-Up,1.0,Enclosed building,9.0,V-B Unprotected Wood Frame,2,In normal use,0,None Present,,,,,N,None Present,,,0.0,20.0,Station 20,,,R-2,R-2,0001-01-01T00:00:00,,,2018-08-29T14:10:07,253142.0,False,False,False,3.0,27D03,,,,10.0,2016-11-18T20:19:35.493,Commercial,0,
825,825.0,825.0,825.0,137633,40,WA-27D03,432B-056-000-000,(SHELL) ST. CLARE MEDICAL PAVILLION,11311,,Bridgeport,Way,SW,,,Lakewood,WA,98499-3071,PREV,Prevention,432B,Pierce,,,,-122.503281,47.154343,340,"Clinics, doctors offices, hemodialysis cntr, othe",3.0,0.0,0.0,42752.0,59,Office use,1,Private,7.0,Built-Up,1.0,Enclosed building,9.0,V-B Unprotected Wood Frame,2,In normal use,1,Present,4,Hardwire with battery backup,4,"Sprinkler, water flow detection",13,NFPA 13 Hydraulic System,1,Wet-pipe sprinkler,0.0,20.0,Station 20,PREV,Prevention,SHELL,Shell,0001-01-01T00:00:00,"Notes from 12-17-2019 1st try FA Final for Medical Pavilion: Follow up on or Rule Out:1) First Floor Riser Room signage needed on access door to the office space where Riser Room is located. This door is in the hallway by the FACP room.2) Knox Box update for key access to FACP, Riser Room, etc..3) Second Floor fire door to elevator waiting area stuck open by carpet friction4) Third Floor fire extinguisher missing from East end of hallway5) Smoke at &quot;east&quot; entrance (facing ER/112th side) not connected to alarm panel6) Elevator Recall issues to first floor. Final halted at this point and no further testing conducted on 2nd and 3rd floor.",,2024-01-29T10:00:06.76,2122503.0,False,False,False,,,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
826,826.0,826.0,826.0,137634,40,WA-27D03,432B-056-000-100,Franciscan Lakewood Clinic,11311,,Bridgeport,Way,SW,,100,Lakewood,WA,98499-3096,CREW,Crew,432B,Pierce,,,,-122.504459,47.154605,340,"Clinics, doctors offices, hemodialysis cntr, othe",0.0,0.0,0.0,4000.0,,,1,Private,,,,,,,2,In normal use,,,,,,,,,,,0.0,20.0,Station 20,,,B,B,0001-01-01T00:00:00,,,2018-05-09T14:42:17,253877.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
827,827.0,827.0,827.0,137635,40,WA-27D03,432B-056-000-102,Pac-Lab Laboratory,11311,,Bridgeport,Way,SW,,102,Lakewood,WA,98499-3071,CREW,Crew,432B,Pierce,,,,-122.504459,47.154605,340,"Clinics, doctors offices, hemodialysis cntr, othe",0.0,0.0,0.0,1000.0,,,1,Private,,,,,,,2,In normal use,,,,,,,,,,,0.0,20.0,Station 20,,,B,B,0001-01-01T00:00:00,,,2018-07-25T14:14:22,253878.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
828,828.0,828.0,828.0,137636,40,WA-27D03,432B-056-000-108,St. Clare Nursing Administration,11311,,Bridgeport,Way,SW,,108,Lakewood,WA,98499-3071,CREW,Crew,432B,Pierce,,,,-122.504459,47.154605,599,Business office,0.0,0.0,0.0,0.0,,,1,Private,,,,,,,2,In normal use,,,,,,,,,,,0.0,20.0,Station 20,,,B,B,0001-01-01T00:00:00,,,2018-07-25T14:23:43,253879.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
829,829.0,829.0,829.0,137637,40,WA-27D03,432B-056-002-201,"Youl Choi, M.D.",11311,,Bridgeport,Way,SW,,201,Lakewood,WA,98499-3071,CREW,Crew,432B,Pierce,,,,-122.504459,47.154605,340,"Clinics, doctors offices, hemodialysis cntr, othe",0.0,0.0,0.0,1500.0,,,1,Private,,,,,,,2,In normal use,,,,,,,,,,,0.0,20.0,Station 20,,,B,B,0001-01-01T00:00:00,,,2018-07-25T14:29:03,253880.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
830,830.0,830.0,830.0,137640,40,WA-27D03,432B-056-002-204,"Jonathan Jin, M.D.",11311,,Bridgeport,Way,SW,,204,Lakewood,WA,98499-3071,CREW,Crew,432B,Pierce,,,,-122.504459,47.154605,340,"Clinics, doctors offices, hemodialysis cntr, othe",0.0,0.0,0.0,1000.0,,,1,Private,,,,,,,2,In normal use,1,Present,,,,,1,Present,,,0.0,20.0,Station 20,CREW,Crew,B,B,0001-01-01T00:00:00,,,2018-02-21T15:12:44,253884.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
831,831.0,831.0,831.0,137641,40,WA-27D03,432B-056-002-205,Franciscan Surgical Associates,11311,,Bridgeport,Way,SW,,205,Lakewood,WA,98499-3071,CREW,Crew,432B,Pierce,,,,-122.504459,47.154605,340,"Clinics, doctors offices, hemodialysis cntr, othe",2.0,0.0,34.0,3458.0,NN,Not mixed use,1,Private,,,1.0,Enclosed building,9.0,V-B Unprotected Wood Frame,2,In normal use,1,Present,,,,,1,Present,,,0.0,20.0,Station 20,,,B,B,0001-01-01T00:00:00,,,2018-09-12T16:56:18,281645.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
832,832.0,832.0,832.0,137644,40,WA-27D03,432B-056-003-301,Vacant,11311,,Bridgeport,Way,SW,,301,Lakewood,WA,98499-3071,CREW,Crew,432B,Pierce,,,,-122.504459,47.154605,342,"Doctor, dentist or oral surgeon office",0.0,0.0,0.0,0.0,,,1,Private,,,,,,,5,Vacant and secured,,,,,,,,,,,0.0,20.0,Station 20,,,B,B,0001-01-01T00:00:00,,,2018-02-21T14:15:49,253888.0,True,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
833,833.0,833.0,833.0,137650,40,WA-27D03,432B-090-000-000,Springhill Suites by Marriott,11711,,Pacific,Hwy,SW,,,Lakewood,WA,98499,PREAPP,Pre Application,432B,Pierce,,,,-122.501039,47.150837,449,"Hotel/motel, commercial",4.0,0.0,0.0,74712.0,NN,Not mixed use,1,Private,7.0,Built-Up,1.0,Enclosed building,8.0,V-A Protected Wood Frame,2,In normal use,R,System Required,,,,,R,System required,,,0.0,20.0,Station 20,,,R-1,R-1,0001-01-01T00:00:00,,,2018-10-30T14:22:31,253158.0,False,False,False,3.0,27D03,,,,128.0,2016-11-18T20:19:35.493,Commercial,0,
834,834.0,834.0,834.0,137652,40,WA-27D03,432B-060-000-000,Anaheim Tires,11619,,Pacific,Hwy,SW,,,Lakewood,WA,98499-5174,CREW,Crew,432B,Pierce,,,,-122.49973,47.15169,579,"Motor vehicle or boat sales, services, repair",1.0,0.0,0.0,2720.0,NN,Not mixed use,1,Private,2.0,Composition Shingles,1.0,Enclosed building,9.0,V-B Unprotected Wood Frame,2,In normal use,0,None Present,,,,,0,None Present,,,0.0,20.0,Station 20,CREW,Crew,S-1,S-1,0001-01-01T00:00:00,,,2022-12-01T11:34:04.577,1785838.0,False,False,False,,,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
835,835.0,835.0,835.0,137653,40,WA-27D03,432B-061-000-000,Quality Auto Sales,11605,,Pacific,Hwy,SW,,,Lakewood,WA,98499-5174,,,432B,Pierce,,,,-122.49953,47.15154,579,"Motor vehicle or boat sales, services, repair",1.0,0.0,0.0,1200.0,,,,,,,,,,,2,In normal use,,,,,,,,,,,0.0,20.0,Station 20,,,M,M,0001-01-01T00:00:00,,,2024-03-06T14:38:57.057,2234094.0,False,False,False,,,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
836,836.0,836.0,836.0,137663,40,WA-27D03,432B-069-000-000,  Coronas tires,11626,,Pacific,Hwy,SW,,,Lakewood,WA,98499-5175,CREW,Crew,432B,Pierce,,,,-122.49989,47.151958,549,Specialty shop,0.0,0.0,0.0,1512.0,,,1,Private,,,,,,,2,In normal use,,,,,,,,,,,0.0,20.0,Station 20,CREW,Crew,M,M,0001-01-01T00:00:00,,,2024-02-29T08:59:05.48,2221570.0,False,False,False,,,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
837,837.0,837.0,837.0,137667,40,WA-27D03,432B-070-000-003,YHK Spa,11634,,Pacific,Hwy,SW,,C,Lakewood,WA,98499-5197,CREW,Crew,432B,Pierce,,,,-122.500107,47.151831,557,"Personal service, including barber & beauty shops",0.0,0.0,0.0,0.0,,,1,Private,,,,,,,2,In normal use,,,,,,,,,,,0.0,20.0,Station 20,,,B,B,0001-01-01T00:00:00,,,2018-07-23T10:32:57,253162.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
838,838.0,838.0,838.0,137676,40,WA-27D03,432B-073-000-004,Birrieria Y Mariscos La Cocina,10924,,Bridgeport,Way,SW,,,Lakewood,WA,98499-3512,CREW,Crew,432B,Pierce,,,,-122.505035,47.157673,161,Restaurant or cafeteria,1.0,0.0,0.0,2720.0,NN,Not mixed use,1,Private,7.0,Built-Up,1.0,Enclosed building,9.0,V-B Unprotected Wood Frame,2,In normal use,0,None Present,,,,,2,Partial System Present,1,Wet-pipe sprinkler,0.0,20.0,Station 20,CREW,Crew,B,B,0001-01-01T00:00:00,,,2024-01-30T13:19:56.86,2152099.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
839,839.0,839.0,839.0,137696,40,WA-27D03,432C-002-000-000,Brookside Apartments,5124,,Seattle,Ave,SW,,,Lakewood,WA,98499-5703,CREW,Crew,432C,Pierce,,,,-122.506096,47.144999,429,Multifamily dwelling,2.0,0.0,0.0,10232.0,NN,Not mixed use,1,Private,2.0,Composition Shingles,1.0,Enclosed building,9.0,V-B Unprotected Wood Frame,2,In normal use,1,Present,4,Hardwire with battery backup,5,More than one type present,2,Partial System Present,1,Wet-pipe sprinkler,0.0,20.0,Station 20,CREW,Crew,R-2,R-2,0001-01-01T00:00:00,,,2023-12-08T10:14:12.94,2092046.0,False,False,False,,,,,,26.0,2016-11-18T20:19:35.493,Commercial,0,
840,840.0,840.0,840.0,137706,40,WA-27D03,432C-008-000-000,Tubaas Apartments,12511,,47th,Ave,SW,,,Lakewood,WA,98499-5823,CREW,Crew,432C,Pierce,,,,-122.499172,47.144959,429,Multifamily dwelling,2.0,0.0,0.0,19764.0,NN,Not mixed use,1,Private,2.0,Composition Shingles,1.0,Enclosed building,9.0,V-B Unprotected Wood Frame,2,In normal use,0,None Present,,,,,,,,,0.0,20.0,Station 20,CREW,Crew,R-2,R-2,0001-01-01T00:00:00,,,2023-12-22T15:50:05.57,1786891.0,False,False,False,3.0,27D03,,,,26.0,2016-11-18T20:19:35.493,Commercial,0,
841,841.0,841.0,841.0,137710,40,WA-27D03,432C-012-000-000,Lakewood Foreign Car,11726,,Pacific,Hwy,SW,,,Lakewood,WA,98499-5177,CREW,Crew,432C,Pierce,,,,-122.502528,47.150411,579,"Motor vehicle or boat sales, services, repair",0.0,0.0,0.0,4720.0,,,1,Private,,,,,,,2,In normal use,,,,,,,,,,,0.0,20.0,Station 20,,,M,M,0001-01-01T00:00:00,,,2018-07-23T11:33:58,253169.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
842,842.0,842.0,842.0,137712,40,WA-27D03,432C-013-000-002,April Tax,11738,,Pacific,Hwy,SW,,B,Lakewood,WA,98499-5107,CREW,Crew,432C,Pierce,,,,-122.502844,47.150224,599,Business office,0.0,0.0,0.0,0.0,,,1,Private,,,,,,,2,In normal use,,,,,,,,,,,0.0,20.0,Station 20,,,B,B,0001-01-01T00:00:00,,,2018-07-23T10:47:21,253171.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
843,843.0,843.0,843.0,137715,40,WA-27D03,432C-015-000-001,Taqueria El Antojo,11916,,Pacific,Hwy,SW,,A,Lakewood,WA,98499-1034,PREV,Prevention,432C,Pierce,,,,-122.505137,47.149393,161,Restaurant or cafeteria,1.0,0.0,49.0,2244.0,NN,Not mixed use,1,Private,0.0,Roof Covering Undetermined/Not Reported,1.0,Enclosed building,9.0,V-B Unprotected Wood Frame,2,In normal use,0,None Present,,,,,2,Partial System Present,9,Wet chemical system,0.0,20.0,Station 20,PREV,Prevention,B,B,0001-01-01T00:00:00,Total occupant load of space cannot exceed 50.  Tenant improvement required to stay below A-2 occupancy classification due to fire sprinkler requirement.,,2024-03-05T13:38:02.077,2182595.0,False,False,False,,,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
844,844.0,844.0,844.0,137720,40,WA-27D03,432C-016-000-000,Subway,11924,,Pacific,Hwy,SW,,,Lakewood,WA,98499-1039,CREW,Crew,432C,Pierce,,,,-122.505824,47.148841,161,Restaurant or cafeteria,1.0,0.0,0.0,0.0,,,1,Private,7.0,Built-Up,1.0,Enclosed building,9.0,V-B Unprotected Wood Frame,2,In normal use,0,None Present,,,,,0,None Present,,,0.0,20.0,Station 20,CREW,Crew,B,B,0001-01-01T00:00:00,,,2024-02-08T14:26:44.6,2152195.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
845,845.0,845.0,845.0,137743,40,WA-27D03,432D-007-000-000,Caliber Collision Center,12408,,Pacific,Hwy,SW,,,Lakewood,WA,98499-1023,PREV,Prevention,432D,Pierce,,,,-122.512812,47.14475,579,"Motor vehicle or boat sales, services, repair",0.0,0.0,0.0,11400.0,,,1,Private,,,,,,,2,In normal use,1,Present,4,Hardwire with battery backup,5,More than one type present,13,NFPA 13 Hydraulic System,1,Wet-pipe sprinkler,0.0,20.0,Station 20,PREV,Prevention,S-1,S-1,0001-01-01T00:00:00,,,2024-01-29T08:25:21.713,2122505.0,False,False,False,,,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
846,846.0,846.0,846.0,137745,40,WA-27D03,432D-009-000-000,Flex Storage,12336,,Pacific,Hwy,SW,,,Lakewood,WA,98499-1021,CREW,Crew,432D,Pierce,,,,-122.511399,47.145193,511,Convenience store,1.0,0.0,9.0,2241.0,NN,Not mixed use,1,Private,7.0,Built-Up,1.0,Enclosed building,9.0,V-B Unprotected Wood Frame,5,Vacant and secured,0,None Present,,,,,0,None Present,,,0.0,20.0,Station 20,CREW,Crew,S-2,S-2,0001-01-01T00:00:00,,,2024-02-28T09:52:05.187,2227559.0,True,False,False,,,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
847,847.0,847.0,847.0,137755,40,WA-27D03,432D-014-000-003,La Chele,12134,,Pacific,Hwy,SW,,C,Lakewood,WA,98499-1085,CREW,Crew,432D,Pierce,,,,-122.509297,47.146924,161,Restaurant or cafeteria,1.0,0.0,0.0,0.0,,,1,Private,0.0,Roof Covering Undetermined/Not Reported,0.0,"Structure type, Other",0.0,Undetermined,2,In normal use,,,,,,,2,Partial System Present,9,Wet chemical system,0.0,20.0,Station 20,CREW,Crew,B,B,0001-01-01T00:00:00,,,2024-01-29T14:55:57.48,2152100.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
848,848.0,848.0,848.0,137756,40,WA-27D03,432D-014-000-004,Pizza Pizzaz,12134,,Pacific,Hwy,SW,,D,Lakewood,WA,98499-1085,CREW,Crew,432D,Pierce,,,,-122.509179,47.14698,161,Restaurant or cafeteria,0.0,0.0,0.0,1500.0,,,1,Private,,,,,,,2,In normal use,,,,,,,,,,,0.0,20.0,Station 20,CREW,Crew,B,B,0001-01-01T00:00:00,,,2024-01-30T11:51:03.08,2152101.0,False,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
849,849.0,849.0,849.0,137763,40,WA-27D03,432D-017-000-003,Auto Service Northwest,12120,,Pacific,Hwy,SW,,,Lakewood,WA,98499-1018,CREW,Crew,432D,Pierce,,,,-122.507677,47.147708,579,"Motor vehicle or boat sales, services, repair",0.0,0.0,0.0,0.0,,,1,Private,,,,,,,5,Vacant and secured,,,,,,,,,,,0.0,20.0,Station 20,,,M,M,0001-01-01T00:00:00,,,2018-07-18T13:26:01,340796.0,True,False,False,3.0,27D03,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
850,850.0,850.0,850.0,137774,40,WA-27D03,433A-001-000-001,Grocery Outlet,11011,,Pacific,Hwy,SW,,,Lakewood,WA,98499-4642,CREW,Crew,433A,Pierce,,,,-122.49341,47.15577,519,"Food and beverage sales, grocery store",1.0,0.0,0.0,28054.0,NN,Not mixed use,1,Private,7.0,Built-Up,1.0,Enclosed building,6.0,III-B Unprotected Combustible,5,Vacant and secured,1,Present,4,Hardwire with battery backup,5,More than one type present,1,Present,1,Wet-pipe sprinkler,0.0,20.0,Station 20,CREW,Crew,M,M,0001-01-01T00:00:00,,,2024-01-29T10:07:31.41,2189337.0,True,False,False,,,,,,0.0,2016-11-18T20:19:35.493,Commercial,0,
